law,gamma,n_per_scene,seed,model,config_id,updates,width,n_params,wall_seconds,test_path_mse,test_path_mse_scene4h,test_path_mse_scene8h,test_path_mse_scene12h,test_mse_1h,test_mse_6h,test_mse_24h,test_mse_32h,vs_mu0_path_mse,vs_mu0_path_mse_scene4h,vs_mu0_path_mse_scene8h,vs_mu0_path_mse_scene12h,vs_mu0_mse_1h,vs_mu0_mse_6h,vs_mu0_mse_24h,vs_mu0_mse_32h,calibration_path_mse,oob_fraction
2,0.0,128,7203,NET,p32768_lr0.003,2500,163,32799,24.07,0.0033678395258120697,0.001980752565840476,0.0034749957191777398,0.0046477702924179925,0.003360671256447817,0.00816990830318833,0.00046836712325932036,7.393009982879073e-05,3.1110443743326554e-05,9.134164966732184e-06,4.150300848642773e-05,4.2694157776819734e-05,1.3418817147530766e-06,2.1347097260126142e-05,1.4410081259591401e-05,7.643594767005218e-06,0.0034006854280196953,0.041666666666666664
2,0.0,128,7204,ASYM,p32768_lr0.003,2000,163,32833,8.13,0.0033654714887755652,0.0019317734335706199,0.0034337819991754545,0.004730859033580621,0.003357162947647476,0.008276945901923183,0.00045291285059312114,7.771971753441483e-05,3.8187967367178656e-05,1.5510983979863507e-05,3.929303115661054e-05,5.975988696506191e-05,2.481843990581983e-05,8.12391431513245e-05,3.288334519953079e-06,2.4861976594554797e-07,0.0034321770246502348,0.0
2,0.0,128,7204,NET,p32768_lr0.003,2500,163,32799,26.26,0.0033510990205259258,0.0019401765960404497,0.0034194215762321017,0.0046936988893052254,0.003354784158526025,0.008217489627331043,0.00046154955323743217,9.52998271143015e-05,2.8205039286500236e-05,2.2588991290926224e-05,2.1989542238247835e-05,4.003658433032665e-05,2.1394030471451604e-05,3.096894998527961e-05,1.208661383129967e-05,1.816217785023822e-05,0.003437053664556206,0.14583333333333334
2,0.0,128,7205,ASYM,p32768_lr0.003,2000,163,32833,10.82,0.0032731417697396243,0.0019006159850059072,0.003325008473249246,0.004593800850963718,0.003464744657284325,0.00823912585788735,0.0004434027633604618,8.545278242509564e-05,1.3864039602583895e-05,1.890926207115839e-06,5.293781984117259e-06,3.440741061651859e-05,1.6628302550608116e-05,2.7101155155484665e-05,7.779712956571343e-06,5.595540910764685e-07,0.003306580651115113,0.0
2,0.0,128,7205,NET,p32768_lr0.003,2500,163,32799,13.78,0.0032659293355835027,0.00190105020407196,0.0033331579987179024,0.004563579803960646,0.003449530842877376,0.008242571235952123,0.0004410011679840931,9.437414106420772e-05,1.1382914795573806e-05,2.0934611176620272e-06,2.100724007899387e-05,1.104804319006552e-05,1.9179471531099205e-06,2.6227421989024946e-05,7.258187212752824e-06,9.125285546689497e-06,0.0033057438951347314,0.15625
0,0.04,32,7201,ASYM,p32768_lr0.003,2000,163,32833,56.57,0.00012474945445310664,7.486907660456131e-05,0.0001185443886573513,0.00018083489809740726,0.00011564734409542458,0.00029193447410724715,1.7604405830147685e-05,2.914483776087491e-06,5.501966456255536e-06,8.917987729604522e-07,1.0663434196396796e-06,1.4547757176166477e-05,8.471384527924329e-07,8.477376953807829e-06,6.244263288266955e-07,1.0667325944773859e-07,0.00011768524712846198,0.0
0,0.04,32,7201,NET,p32768_lr0.003,2500,163,32799,199.33,0.00012323968123773165,7.561659572266959e-05,0.0001223063505656997,0.00017179609742482566,0.00011647476416148013,0.0002878338844629809,1.890492512997845e-05,7.566403027358522e-06,4.595389092282719e-06,1.457013594232827e-06,6.021949069561269e-06,6.3072046130540585e-06,2.2518637101617793e-06,7.047386939508997e-06,2.0714063138927284e-06,4.874397082303122e-06,0.00011705268867703248,0.08333333333333333
0,0.04,32,7202,ASYM,p32768_lr0.003,2000,163,32833,58.54,0.00012454497644011621,6.886764565663188e-05,0.0001265646250677942,0.0001782026585959225,0.00012016873167796278,0.00029866583712136646,1.9458993029989393e-05,3.0143643211364963e-06,2.5939001603312145e-06,2.3239378233256e-06,1.2401790111795091e-06,4.217583646488535e-06,6.782467352261394e-06,7.173429410288528e-06,2.7573840996559004e-07,1.2258554147769943e-08,0.00012555481161491706,0.0
0,0.04,32,7202,NET,p32768_lr0.003,2500,163,32799,23.7,0.0001272106958777751,7.173704932040106e-05,0.00013019295571172949,0.00017970208260119477,0.00011489539798941369,0.00029728240899353403,2.5414022075265902e-05,1.1584105223792039e-05,5.482014076967089e-06,5.225239631347292e-06,4.330602271096799e-06,6.890200328457174e-06,1.549404976112704e-06,5.8019883443853786e-06,6.341478370903327e-06,8.527308929440536e-06,0.00012875589712443427,0.0
0,0.04,32,7203,ASYM,p32768_lr0.003,2000,163,32833,10.2,0.00012101661756994304,6.710996968677818e-05,0.00011732806965328047,0.00017861181336977048,0.00011385922861277542,0.0002921881833678845,1.8794173968728312e-05,3.1109726461367188e-06,1.4513297186355413e-06,8.676365391759528e-07,5.050527731860002e-07,2.981299843544671e-06,7.835890870773555e-07,1.7875849829914501e-06,1.1765596090729552e-06,3.1974725879298466e-08,0.00011529892995566561,0.0
0,0.04,32,7203,NET,p32768_lr0.003,2500,163,32799,24.58,0.00012282440816134018,6.857684717161849e-05,0.0001194353047243044,0.00018046107258809765,0.00011446021525383931,0.00029390598964429415,2.175744588504373e-05,4.7446370302295994e-06,3.5230248907291724e-06,2.4678804916716427e-06,2.9049259399112902e-06,5.196268240604585e-06,1.6794122697875413e-06,3.6756494393245914e-06,4.1330090338841085e-06,1.6397086679717094e-06,0.00011729081879489131,0.0
0,0.04,32,7204,ASYM,p32768_lr0.003,2000,163,32833,7.43,0.00012844070876935395,6.614578585635546e-05,0.00013402572597082053,0.00018515061448088588,0.00011996873288222983,0.000316847258977182,1.905556601058379e-05,2.961899348752292e-06,5.080747484943153e-06,4.13166379049234e-07,9.833595053091598e-07,1.3845716570471065e-05,1.627931983210856e-06,1.0007928207608455e-06,1.4228337931587255e-06,5.598808789596372e-10,0.00012730610872126882,0.0
0,0.04,32,7204,NET,p32768_lr0.003,2500,163,32799,25.2,0.00013492123522655167,6.629907694783322e-05,0.00014060816161160937,0.00019785646712021246,0.00011862225583432011,0.0003168555845233789,3.0293193793735663e-05,1.0645960418975711e-05,1.159942301971547e-05,5.930745486463939e-07,7.444899655735961e-06,2.676029485476406e-05,3.3817457780690005e-07,3.2535150820932144e-06,1.2338024063553114e-05,7.769717351766646e-06,0.00013389455990102348,0.0
0,0.04,32,7205,ASYM,p32768_lr0.003,2000,163,32833,8.26,0.00011904585790841545,6.842451515868282e-05,0.00012290931679717894,0.0001658037417693846,0.00011685986566112767,0.0002847798680523835,1.7999565030745596e-05,3.079267029405929e-06,2.2988917401682375e-06,2.4760983568426634e-06,2.7649187908400307e-06,1.6556580728220186e-06,2.7157684550777897e-06,3.671558595282628e-06,8.044737012941326e-07,6.495496648067252e-08,0.00012135208290062082,0.0
0,0.04,32,7205,NET,p32768_lr0.003,2500,163,32799,28.36,0.00011840757144270326,6.704842845566004e-05,0.00012095160139271784,0.00016722268447973187,0.00011472064474496446,0.00028184407710057924,1.7896732274050092e-05,3.3763015702350772e-06,1.4839431421182523e-06,1.1158466625285986e-06,3.880160541722698e-07,2.9479667096538898e-06,7.412034005768895e-07,7.430552960947238e-07,6.725563343115716e-07,3.239795082005425e-07,0.00012034006601391497,0.010416666666666666
0,0.04,128,7201,ASYM,p32768_lr0.003,2000,163,32833,85.87,0.00012068626832085131,7.410319888176321e-05,0.00011850437416629318,0.0001694512319144975,0.00011615309539267833,0.00028704670417972755,1.7191558418111978e-05,2.86555672062198e-06,1.126148908217149e-06,1.3925290557038064e-07,5.08639736932127e-07,2.7305540821489396e-06,5.634014567815775e-07,3.687189832829131e-06,1.1996700968983397e-07,5.548489532846743e-08,0.00011422202153037085,0.0
0,0.04,128,7201,NET,p32768_lr0.003,2500,163,32799,116.86,0.00012352402200561027,7.470191292374835e-05,0.00012047678502703191,0.00017539336806605057,0.00011982540443278751,0.0002928363430975504,1.8640204111875603e-05,4.354210609898664e-06,3.724472738973031e-06,5.441141908021004e-07,1.791052565913705e-06,8.838251460203289e-06,3.4478971772911094e-06,8.786161223353095e-06,1.2944000290805391e-06,1.4205013924546064e-06,0.00011709887400341097,0.0
0,0.04,128,7202,ASYM,p32768_lr0.003,2000,163,32833,10.6,0.00012208815806843702,6.704432714693573e-05,0.00012616185177337683,0.00017305829528499852,0.00011351002872106442,0.00029139335662703436,1.920756143601333e-05,3.007001911761749e-06,4.971305083527017e-07,4.96526909882287e-07,5.083668272272232e-07,4.864977879485948e-07,6.026018727247022e-08,1.0720009499721141e-06,3.884951203506379e-08,3.140083324880797e-09,0.0001240578782761694,0.0
0,0.04,128,7202,NET,p32768_lr0.003,2500,163,32799,23.77,0.000122539852217409,6.688220134325991e-05,0.00012623992993489037,0.0001744974253740767,0.000113475476494924,0.00029124786518014423,1.9493007529729933e-05,3.7433887839194137e-06,8.233428137512091e-07,3.653951086406814e-07,7.942402993196956e-07,1.3103930332932502e-06,4.942561446669953e-08,8.471296642789945e-07,2.942916035189597e-07,7.681663988340334e-07,0.00012409644158882966,0.03125
0,0.04,128,7203,ASYM,p32768_lr0.003,2000,163,32833,8.43,0.00012174896493803555,6.642822467724708e-05,0.00011913498572967897,0.00017968368440718062,0.00011367570904184665,0.00029646336774979964,1.7687520109478244e-05,3.06819304505691e-06,2.194382326086347e-06,1.1562591431585052e-07,2.460402392829464e-06,4.0071186711137275e-06,5.651320413449799e-07,5.534033301046864e-06,6.970630786763124e-08,5.005134289669889e-09,0.00011661932056264962,0.0
0,0.04,128,7203,NET,p32768_lr0.003,2500,163,32799,24.7,0.00012144763567090875,6.768141079273132e-05,0.00011880665452109418,0.00017785484169890076,0.00011619778515813602,0.0002938570598640851,1.8432263155164718e-05,3.592706590012853e-06,1.899768028026694e-06,1.2942661881237e-06,2.2811140592554553e-06,2.1239238367009263e-06,3.57984714167648e-06,4.5032954627695155e-06,8.163522033433984e-07,5.282687245976798e-07,0.00011596232284059491,0.020833333333333332
0,0.04,128,7204,ASYM,p32768_lr0.003,2000,163,32833,7.7,0.00012347754074185452,6.624264970929058e-05,0.0001339792058231248,0.00017021076669314816,0.00011889102279616832,0.00031704637779284006,1.7398492705812925e-05,2.9910444590688852e-06,5.984364642249932e-07,6.42730975653228e-07,7.723651716331073e-07,3.802132453886439e-07,4.917065095562535e-07,2.0533583037844763e-06,7.168582437436455e-08,2.8416401654677532e-08,0.00012227457033151394,0.0
0,0.04,128,7204,NET,p32768_lr0.003,2500,163,32799,18.89,0.0001273999258553045,6.727636383690495e-05,0.00013516731424290695,0.00017975609948610156,0.0001185858848743911,0.0003237289833068295,2.025867053235484e-05,8.726328676910388e-06,4.56243421749115e-06,1.665630415538575e-06,2.1663218462406045e-06,9.85535039069427e-06,1.3968451097443413e-07,5.843909731546606e-06,3.298761314304087e-06,5.716019331066141e-06,0.00012616159478164002,0.08333333333333333
0,0.04,128,7205,ASYM,p32768_lr0.003,2000,163,32833,9.28,0.00011749421306262776,6.60135008130736e-05,0.00012125255965654798,0.00016521657871826172,0.00011419914971426415,0.0002818140375904961,1.7573394191426085e-05,3.0390663338252477e-06,7.936592279032261e-07,1.5714576779435586e-07,9.836188945356799e-07,1.2402130213796424e-06,2.1526096484865548e-07,4.434001174975217e-07,5.552068210130193e-07,6.557855659571365e-08,0.0001191798343341274,0.0
0,0.04,128,7205,NET,p32768_lr0.003,2500,163,32799,26.03,0.00011865751817904836,6.640094555186905e-05,0.00012114298018058305,0.00016842862880469297,0.0001141087382895839,0.0002823641463470435,1.9303389431314197e-05,4.945046644059182e-06,1.792796235885624e-06,4.922179616747835e-07,8.808156347847226e-07,4.0053551111973664e-06,1.486677221314128e-07,1.709301836522806e-06,2.0090338084243787e-06,1.811387485802206e-06,0.00012071860628097627,0.041666666666666664
0,0.04,512,7201,ASYM,p32768_lr0.003,2000,163,32833,64.34,0.00012110486972284383,7.553570088566097e-05,0.00012061985811832997,0.00016715905016454052,0.00011701227782919914,0.0002884210019660956,1.713844484068731e-05,2.8333723547745563e-06,1.2238261661741175e-06,1.2725870415435207e-06,1.8508306554437644e-06,5.48060801535067e-07,1.2994193219487846e-06,4.404146682011748e-06,1.565610760219354e-08,1.4071873957945644e-08,0.00011520211716509876,0.0
0,0.04,512,7201,NET,p32768_lr0.003,2500,163,32799,120.13,0.00012103082847671605,7.426424206463433e-05,0.00012092588107693897,0.00016790236228857484,0.00011512715119775992,0.00028445331815947955,1.8376812962788158e-05,5.9844731472343225e-06,2.102588082724629e-06,6.250270252227257e-07,4.304549000564564e-06,1.3781882223865969e-06,5.147069366952576e-08,3.237157988222554e-06,1.5043628628212771e-06,3.221348558630597e-06,0.00011473687156162393,0.07291666666666667
0,0.04,512,7202,ASYM,p32768_lr0.003,2000,163,32833,10.54,0.00012309197054158672,6.668912498877107e-05,0.0001267174596000745,0.0001758693270359146,0.0001144431098668991,0.00029088788267979854,1.9920404971558047e-05,3.037873752800703e-06,1.3505039673853893e-06,1.674747292417028e-07,1.4007397726471372e-06,2.4832974002673277e-06,6.092830633574481e-07,7.454276651172497e-07,6.947949000791507e-07,3.881103709994798e-08,0.000124523189153827,0.0
0,0.04,512,7202,NET,p32768_lr0.003,2500,163,32799,27.51,0.00012199576710546628,6.6744370132753e-05,0.0001263093112588336,0.00017293361992481223,0.00011393506819523669,0.00029021700172848774,1.977719459799864e-05,3.3740801540793223e-06,3.7160225229004026e-07,2.2132747660877334e-07,7.15259590660809e-07,1.782196896005384e-07,5.943115292796244e-07,1.316551864188717e-07,5.802079803408019e-07,3.587354735500633e-07,0.00012386019180689786,0.03125
0,0.04,512,7203,ASYM,p32768_lr0.003,2000,163,32833,8.72,0.00012006512378799835,6.633059611208218e-05,0.00011733310845542762,0.00017653166679648528,0.00011401523439546109,0.00029108671831094374,1.7686645951254267e-05,3.0833769762828107e-06,3.5825006191212275e-07,5.73151908703293e-08,4.1808608492394374e-07,5.993489099420951e-07,6.005535903975683e-07,6.964968248315776e-07,7.215492015616294e-08,1.5772918019542663e-08,0.0001143593360872795,0.0
0,0.04,512,7203,NET,p32768_lr0.003,2500,163,32799,24.75,0.00012077108903332382,6.737075619277817e-05,0.00011757053240048894,0.00017737197850670433,0.00011327509047692752,0.00029131291855481284,1.9700392404631745e-05,3.847516993455097e-06,1.0569849396898593e-06,9.906162660844748e-07,7.245019608997465e-07,1.4558365920853569e-06,8.389337376101203e-08,1.0021927381518423e-06,2.0683501035760763e-06,7.476811438640138e-07,0.00011524899570171084,0.0
0,0.04,512,7204,ASYM,p32768_lr0.003,2000,163,32833,8.21,0.00012359603753195434,6.580825244203893e-05,0.0001343882397472545,0.00017059162040656956,0.00011899614230276763,0.0003167525661609272,1.738670241326294e-05,2.97324574667508e-06,7.723529144880784e-07,8.055740530741107e-08,1.2754174116981803e-06,9.61083926458644e-07,6.408815704061776e-07,1.4327884527308242e-06,9.471920510639346e-08,1.0870571600404686e-08,0.00012239897446165974,0.0
0,0.04,512,7204,NET,p32768_lr0.003,2500,163,32799,19.78,0.00012402874309931902,6.596950664305869e-05,0.0001346497360227819,0.0001714669866321165,0.00011973172032795724,0.00031615588380991727,1.8064748692462192e-05,4.748903019415134e-06,1.1959497087238256e-06,2.578933350003534e-07,1.4390250211816356e-06,1.8909307699894879e-06,1.3538130977513852e-06,5.136324238022725e-07,9.254951393418168e-07,1.7527568012938324e-06,0.0001228050601410054,0.03125
0,0.04,512,7205,ASYM,p32768_lr0.003,2000,163,32833,9.2,0.0001266829207632631,7.318202109037141e-05,0.00012875802351397647,0.0001781087176854414,0.00011472806951877412,0.00030209143708836983,1.819781609670777e-05,3.011727295541929e-06,9.236235651883513e-06,7.341707265574958e-06,6.7077819546349816e-06,1.3659217735440598e-05,8.457403507255721e-07,2.0175408241871568e-05,9.634300963109569e-07,1.1337949598358181e-08,0.0001267020803722429,0.0
