record_id,kind,operator,eia_utility_ids,state,county_fips,footprint_rule,start_utc,end_utc,source_url,source_type,notes,flag_damage_shed
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,LA,22085,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,LA,22115,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,LA,22119,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,LA,22127,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48037,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48063,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48067,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48075,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48087,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48129,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48159,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48179,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48183,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48191,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48203,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48223,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48315,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48343,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
LS-DOE417-2019-R184,load_shed,Southwestern Electric Power Co (SWEPCO),17698,TX,48365,service_territory,2019-08-18T20:59:00Z,2019-08-19T04:00:00Z,https://doe417.pnnl.gov/summaries/2019_Annual_Summary.xls,DOE-417 annual summary row,"DOE-417 2019 summary row 184; area as reported: ""Louisiana: Texas:""; NERC region SPP RE; event type ""Transmission Interruption""; times as reported (local clock, America/Chicago); size as reported (information only): 271 MW, 86,373 customers; DOE-417 gives states only; respondent identified as SWEPCO from same-day public reports of SWEPCO outages (~85,000 customers) in East Texas and NW Louisiana on the evening of 18 Aug 2019 (KLTV https://www.kltv.com/2019/08/18/swepco-confirms-widespread-outages-cause-unknown-this-time/); expanded to SWEPCO EIA-861 2023 territory in the listed states; flag_damage_shed=1 (DATASET_DESIGN amendment 2, M7): narrative attributes the shed to an incident at a SWEPCO substation near Longview with voltage problems (KLTV 2019-08-18); local clock 2019-08-18 15:59 (America/Chicago) to 2019-08-18 23:00 (America/Chicago)",1
